Food_Code,Food_Name,Scientific_Name,Local_Name_Assamese,Local_Name_Bengali,Local_Name_English,Local_Name_Gujarati,Local_Name_Hindi,Local_Name_Kannada,Local_Name_Kashmiri,Local_Name_Khasi,Local_Name_Konkani,Local_Name_Malayalam,Local_Name_Manipuri,Local_Name_Marathi,Local_Name_Nepali,Local_Name_Oriya,Local_Name_Punjabi,Local_Name_Sanskrit,Local_Name_Tamil,Local_Name_Telugu,Local_Name_Urdu,Local_Name_Common_Name,Food_Group,Tags,OWL_Category
A001,"Amaranth seed, black",Amaranthus cruentus,Moricha guti,NA,NA,NA,Ramdana,Danthu beeja,Mawal,NA,NA,Cheera vithu,Chengkruk Maru,Cavali biya,NA,Kosala sag manji Dhala,Chaulali beej,NA,Keerai vidai,Thotakoora ginjalu.,NA,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,NutsAndSeeds
A002,"Amaranth seed, pale brown",Amaranthus cruentus,Moricha guti,NA,NA,Rajagaro,Ramdana,Danthu beeja,Mawal,NA,NA,Cheera vithu,Chengkruk Maru,Cavali biya,NA,Kosala sag maji kale,Chaulali beej,NA,Keerai vidai,Thotakoora ginjalu.,NA,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,NutsAndSeeds
A003,Bajra,Pennisetum typhoideum,NA,Bajra,Pearl millet,Bajri,Bajra,Sajje,Baajra,Krai,NA,Kambam,NA,Bajra,Bajara,Bajra,Bajra,NA,Kambu,Sajjalu,Bajra.,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,Cereals
A004,Barley,Hordeum vulgare,Barli,Barley,NA,Jav,Jau,Barley,Wushke,Krai,NA,Barley,NA,Sath,Jau,Jaba,Jao,Yava,Baarli Arisi,Barley,Jau.,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,Cereals
A005,Jowar,Sorghum vulgare,Jowar,Jowar,Sorghum,Jowar,Jowar,Jolada,Pingu,Krai,NA,irunku,NA,Jondhahlaa,NA,Janha,Javara,NA,Cholam,Jonna,Jowar.,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,Cereals
A006,"Maize, dry",Zea mays,Makoi,Bhutta,Corn,Makai,Makka,Mekke jola,Makai,Symbai riewhadem stem,NA,Maize,Chujaak,Maka,Sukha makai,Maka,Chhali,Yaavanaala,Makka Cholam,Mokkajonna,makai.,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,Cereals
A007,"Maize, tender, local",Zea mays,Makoi,Bhutta,Corn,Lili makai,Makka,Mekke jola,Makai,Riewhadem Stem,NA,Maize,Chujaak,Maka,Makai,Maka,Chhali,NA,Makka Cholam,Mokkajonna,Makai.,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,Cereals
A008,"Maize, tender, sweet",Zea mays,Makoi,Bhutta,Corn,Lili makai,Makka,Mekke jola,Makai,Riewhadem lieh,NA,Maize,Chujaak,Maka,Makai,Maka,Chhali,NA,Makka Cholam,Mokkajonna,makai.,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,Cereals
A009,Quinoa,Chenopodium quinoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,Cereals
A010,Ragi,Eleusine coracana,Ragi,Ragi,Finger millet,Bavato,Ragi,Bhakri,NA,Ukrai,NA,Panjapulle,NA,Bhakri,Kodo,Mandia,Mandal,Madhulika,Kelvaragu,Ragi,Mandwa.,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,Cereals
A011,Rice flakes,Oryza sativa,Chira,Chide,Flattened rice,Paunva,Poha,Avalakki,Chevri,Shira,NA,Aval,Chengpaak,Pohe,NA,Chudaa,Chirwre,NA,Aval,Atukulu,NA,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,MilledCerealProducts
A012,Rice puffed,Oryza sativa,Muri,Muri,NA,Mamra,Muramure,Kalle Puri,Tomul,Muri,NA,Pori,Kabok Mur,Chirmure,Murai,Mudhi,Phulian,NA,Pori,Maramaralu,Murmure.,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,MilledCerealProducts
A013,"Rice, raw, brown",Oryza sativa,Matia rangar chaul,NA,Whole grain rice,Kathai chokha,Chawal,NA,Tomul,Khaw saw,NA,Kuthari,Cheng,NA,NA,NA,Bhura choul,NA,Arisi,Dampudu biyyam.,NA,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,Cereals
A014,"Rice, parboiled, milled",Oryza sativa,Ukhua chaul,Siddha chowl,Converted rice,Bafela Chokha,Usna chawal,Kusubalakki,Tomul,Khaw boil,NA,Puzhungal ari,Cheng,Ukadla tandool,NA,Usuna chaula,Biga hua chawal,NA,Puzhungal arisi,Uppudu biyyam.,NA,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,MilledCerealProducts
A015,"Rice, raw, milled",Oryza sativa,Milat khunda chaul,Chowl,NA,Choka,Chawal,Akki,Tomul,Khaw boil,NA,NA,Cheng,Tondool,NA,Chaula,Chaul,NA,Arisi,Biyyam.,NA,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,MilledCerealProducts
A016,Samai,Panicum miliare,NA,Sama,Little millet,Kuri,Shavan,Sama,Ganuhaar,NA,NA,Chama,NA,Sava,NA,Suan,Swank,NA,Samai,Sama.,NA,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,Cereals
A017,Varagu,Setaria italica,Konidhan,Syama dhan,Kodo millet,Ral gana,NA,Priyangu thene,Snol,NA,NA,Thina,NA,Rala,NA,NA,Kangni,NA,Thinai,Karralu.,NA,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,Cereals
A018,"Wheat flour, refined",Triticum aestivum,Moida,Maida,NA,Maido,Maida,Maida,Oat,Moida,NA,Maida mavu,Moida,Maida,Maida,Maida,Maida,NA,Maida mavu,Maida pindi,Maida.,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,MilledCerealProducts
A019,"Wheat flour, atta",Triticum aestivum,NA,Ata,NA,Samagra gha,Atta,Sampurna godhi hittu,Oat unno lota ghaun no lot,NA,NA,Godhambu mavu,NA,Kaneek,NA,Gahama atta,Atta,NA,Mulu Godumai maavu,Sampurna godhuma pindi.,NA,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,MilledCerealProducts
A020,"Wheat, whole",Triticum aestivum,Ghehu,Gom,NA,Ghaun,Gehun,Godhi,Kinek,Ukew,NA,Godhumbu,Ghehu,Gehu,Gau,Gahama,Kanaka,Godhum,Godumai,Godhumalu,Gehun.,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,Cereals
A021,"Wheat, bulgur",Triticum aestivum,Dalia,Dalia,Burghul,Bulgur ghaum,Dalia,Bulgur godhi,Kinek,Kew,NA,Godhambu Ravu,NA,Bulgur gahu,Gau ko pitho,Dalia,Dalia,NA,Godumai ravai,Bulgur,Dalia.,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,MilledCerealProducts
A022,"Wheat, semolina",Triticum aestivum,Suji,Suji,Durum wheat,Ghaum soji,Gehun suji,Godhi rave,Sooj,Suji,NA,Uppumavu,Suji,Gahu rava,Suji,Suji,Suji,NA,Godumai ravai,Godhuma rava.,NA,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,MilledCerealProducts
A023,"Wheat, vermicelli",Triticum aestivum,Sewai,Semai,Very thin pasta,Ghaun ni sev,Siwain,Shevige,Sewian,Sewai lieh,NA,Semiya,NA,Siwain,NA,Simai,Sevian,NA,Semiya,Semiya,Semiya.,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,DoughBasedProducts
A024,"Wheat, vermicelli, roasted",Triticum aestivum,Gom sewai,Semai,Very thin pasta,Ghaun ni Shekeli sev,Siwain,Shevige,Sewian,Sewai saw,NA,Semiya,NA,Siwain,NA,Simai,Bhooni sevian,NA,Semiya,Semiya,Semiya.,NA,Cereals and Millets,vegetarian eggetarian fishetarian veg,DoughBasedProducts
B001,"Bengal gram, dal",Cicer arietinum,Boot dail,Cholar dal,Split Bengal gram,Chana-ni-daad,Chan-ki-dal,Kadale bele,Chanu dal,Dai shana,NA,Kadala parippu,Chana Tangkhai,Harabara dal,Chana ko Dal,Channa dali (Buta dali),Sholedi dal,NA,Kadalaiparuppu,Sanaga papu,Chane ki dal.,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B002,"Bengal gram, whole",Cicer arietinum,Boot,Chola,Chickpea,Chana,Chana,Kadale,Chanu,Shana kulai,NA,Kadala,Chana Mapum,Harbara,Kabuli Chana,Buta,Shole,Chanak,Kondaikadalai,Sanagalu,Chana.,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B003,"Black gram, dal",Phaseolus mungo,Matir dail phola,Biulir dal,Urad bean,Aadad ni daad,Urad dal,Uddhina bele,Kaha,NA,NA,Uzhunnu parippu,Sagol Hawai Tangkhai,Uddachi dal,Maas ko dal,Birri dali,Maa ki daal,Maassa,Ulutham paruppu,Minapa pappu,Mash ki dal.,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B004,"Black gram, whole",Phaseolus mungo,Gota mati mah,Mashkolail,Urad bean,Adad,Chhilke wali urad dal,Uddhina bele,Kaha,Dai iong,NA,Uzhunu,Sagol Hawai,Uddachi dal,NA,Birri,Sabut maa ki daal,NA,Ulundhu,Minumulu Mapum,NA,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B005,"Cowpea, brown",Vigna catjang,Lesera mahor guti,Barbati,Black eyed peas,Chorap,Lobia,Alasande,NA,Rymbai,NA,Vella payaru,Pong Hawai,Chavli,Bodi,Jhudunga,Lobia,Raajamaassa,Karamani,Bobbarlu,baunir.,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B006,"Cowpea, white",Vigna catjang,Lesera mahor guti,Barbati,Black eyed peas,Chorap,Lobia,Alasande,NA,Rymbai lieh,NA,Vella payaru,Pong Hawai,Chavli,Bodi,Jhudunga,Lobia,Raajamaassa,Karamani,Bobbarlu,Baunir.,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B007,"Field bean, black",Phaseolus vulgaris,Urohi guti,Shim,Common bean,Valpapdi,Sem,Avare,Moang,Symbai Ri iong,NA,Avar,NA,Papta,NA,Baragudi,Sem dal,NA,Mochai,Chikkudu ginjalu.,NA,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B008,"Field bean, brown",Phaseolus vulgaris,Urohi guti,Shim,Common bean,Valpapdi,Sem,Avare,Moang,Symbai ri saw,NA,Avar,NA,Papta,NA,Baragudi,NA,NA,Mochai,Chikkudu ginjalu.,NA,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B009,"Field bean, white",Phaseolus vulgaris,Urohi guti,Shim,Common bean,Valpapdi,Sem,Avare,Moang,Symbai Ri lieh,NA,Avar,NA,Papta,NA,Baragudi,NA,NA,Mochai,Chikkudu ginjalu.,NA,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B010,"Green gram, dal",Phaseolus aureus,Dhua mogu dail,Mung dal,Mung bean,Mug ni daad,Mug dal,Hesara bele,Muang dal,U dai stem,NA,Cheru payar parippu,Mung Hawai,Mug dal,Moong ko khoste,Muga Dali,Mungi-di-dal,NA,Payatham paruppu,Pesara pappu,Moong dal.,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B011,"Green gram, whole",Phaseolus aureus,Gota mogu mah,Moog,Mung bean,Mug,Mung,Hesare kalu,Muang,U dai jyrngam,NA,Cheru Pararu,Mung Hawai,Mun,Moong,Muga,Sabut moong dal,Mudra,Pasipayir,Pesalu,Moong.,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B012,"Horse gram, whole",Dolicus biflorus,NA,Kulotto- kalai,Kulthi bean,Kuleeth,Kulthi,Hurule,Kurath,NA,NA,Muthira,NA,Kuleeth,Bakulla,Kolatha,NA,Kulattha,Kollu,Ulavalu,Kulthi.,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B013,Lentil dal,Lens culinaris,Masur dail,Mosur dal,NA,Masoor ni daad,Masoor dal,Laki Bele,Masoor,U dai saw,NA,Vattu parippu,Hawai Masuri,lank dal,NA,Masura dali,Dhooli masari dal,Triputta,Khesari paruppu,Lanka pappu.,NA,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B014,"Lentil whole, brown",Lens culinaris,Gota masur mah,Mosur,NA,Masoor (Kathai),Masur dal,Masur bele,Masoor,NA,NA,Masur parippu,Hawai Masuri,Masur dal,Musuroo,Masura,Saboot masari dal,Masura,Mysore paruppu,Misur pappu,Masur dal.,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B015,"Lentil whole, yellowish",Lens culinaris,Mosur (Dail),Mosur,NA,Masoor rakhoda,Masur dal,Masur bele,Masoor,U dai saw.,NA,Masur parippu,Hawai Masuri,Masur dal,NA,Masura,Saboot masari dal,Masura Musuroo,Mysore paruppu,Misur pappu,Masur dal,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B016,Moth bean,Vigna aconitifolia,NA,Kheri,Mat bean,Math,Motha,Matki Kal,NA,Rymbai.,NA,NA,NA,Matki,NA,NA,Moth dal,NA,Narippayir,NA,NA,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B017,"Peas, dry",Pisum sativum,Gota motor,Matar,NA,Sukha vatana,Sukhi Matar,NA,Kara,Shana mator,NA,Pattani,Hawai mangal.,NA,NA,Matara,Sukhe hare matar dal,NA,Pattani,Batani,NA,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B018,"Rajmah, black",Phaseolus vulgaris,Rajmah,Barbati beej,Rajma,Phansi (Kadi),Rajmah,Thugare bele,Razma,Rajma heh,NA,Rajmah,Rajmah,Shravangheveda,Rajma,NA,Kale rajmah,Makussttaka,Karamani Payir,Barigalu,Rajma.,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B019,"Rajmah, brown",Phaseolus vulgaris,Rajmah,Barbati beej,Rajma,Phansi (Gulabi),Rajmah,Thugare bele,Razma,Rajma lieh,NA,Rajmah,Rajmah,Shravangheveda,Rajma,NA,Bhoore rajmah,Makussttaka,Karamani Payir,Barigalu,Rajma.,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B020,"Rajmah, red",Phaseolus vulgaris,Rajmah,Barbati beej,Rajma,Phansi (lal),Rajmah,Thugare bele,Razma,Rajma rit,NA,Rajmah,Rajmah,Shravangheveda,Rajma,NA,Lal rajmah,Makussttaka,Karamani Payir,Barigalu,Rajma.,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B021,"Red gram, dal",Cajanus cajan,Rohor dail,NA,Pigeon pea,Tuver ni daad,Arhar dal,Thugare bele,Masur,Dai shana,NA,Tuvaru parippu,Mairongbi,Turdal,Rahar ko dal,Harada dal,Arhar dal,Aaddhakii,Tuvaramparuppu,Kandi pappu,Tuvar ki dal.,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B022,"Red gram, whole",Cajanus cajan,Gota rohor,NA,Pigeon pea,Tuver,Arhar sabud,NA,Masur,Rymbai ja,NA,Tuvaru parippu,Mairongbi,Turdal,NA,Harada,Arhar sabut dal,NA,Tuvarai,Kandulu,Tuvar.,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B023,Ricebean,Vigna umbellata,NA,Galmoong,Ricebean,NA,Meth,NA,NA,Rymbai ja,NA,Kattuzhunnu,Chakwai,NA,Shiltong.,NA,NA,NA,NA,NA,NA,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B024,"Soya bean, brown",Glycine max,Soya bean,Garikalai,Soybean,Soya bean,Bhatmas,Soya bean,Muth,Toh rymbai,NA,Soya bean,Nunghawai,Soya bean,Bhatmas,Soya bean,Soya bean dal,NA,Soya bean,Soya bean,Soya.,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
B025,"Soya bean, white",Glycine max,Soya bean,Garikalai,Soybean,Soya bean,Bhatmas,Soya bean,Muth,Toh rymbai,NA,Soya bean,Nunghawai,Soya bean,Bhatmas,Soya bean,Soya bean dal,NA,Soya bean,Soya bean,Soya.,NA,Grain Legumes,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
C001,Agathi leaves,Sesbania grandiflora,Bok phular paat,Bak ful shak,August tree leaves,Agathio,Agasthi,Agase soppu,NA,NA,NA,Agathi cheera,Chu chu Rangmei,Agasthi ka sag,NA,Agasti,NA,NA,Agathi keerai,Avise akulu.,NA,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C002,"Amaranth leaves, green",Amaranthus gangeticus,Moricha sak,Notya Shaakh,NA,Taldalja ni bhaaji,Chaulai,Danthu,Mawal,NA,NA,Cheera,Chengkruk,Math,Latte to saag,Neutia sag,Chaulai sag,Maarissa,Thandu keerai,Thotakoora,Cholai.,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C003,"Amaranth leaves, red mix",Amaranthus gangeticus,Moricha,Lal Shaakh,NA,Lal tandaljo,Chaulai,Danthu,Mawal,NA,NA,Cheera,Chengkruk,Math,Latte to saag,Neutia sag,Lal chaulai sag,Maarissa,Thandu keerai,Thotakoora,Cholai.,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C004,"Amaranth leaves, red and green mix",Amaranthus gangeticus,Moricha,Notya Shaakh,NA,Tandaljo,Chaulai,Danthu,Mawal,NA,NA,Cheera,Chengkruk,Math,Latte to saag,Neutia sag,Chaulai sag,Maarissa,Thandu keerai,Thotakoora,Cholai.,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C005,"Amaranth spinosus, leaves, green mix",Amaranthus spinosus,Moricha sak,Kanta-notya,NA,Kanta vado tandaljo,Kantewali-notya,Mulla danthu,Mawal,NA,NA,Mullancheru- cheera,Chengkruk,Kantemanth,NA,Kanta notay shak,Kantewali chaulai,NA,Mulaikeerai,Mulla thotakura.,NA,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C006,"Amaranth spinosus, leaves, red and green mix",Amaranthus spinosus,NA,Kanta-notya shaak,NA,Kanta vado tandaljo,Kantewali-notya,Mulla danthu,Mawal,Sla longmar,NA,Mullancheru-cheera,Chengkruk,Kantemanth,NA,Kanta neutia sag,Kantewali chaulai,NA,Mulakeerai,Mulla thotakura.,NA,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C007,Basella leaves,Basella alba,Puroi sak,Pui shaak,Malabar spinach,Poi ni bhaji,Palak,Basale soppu,NA,Sla palong dkhar,NA,Vallicheera,NA,Mayalu,NA,Poi saaga,Paalak,NA,Kodippasali,Bachhali.,NA,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C008,Bathua leaves,Chenopodium album,Jilmil sak,Beto sak,NA,Chilni bhaji,Bathua sagu,Sakothina soppu,Ushtahak,Sla jada,NA,Parippuchira,Monsaobi,Chakavath,Bethe ko saag,Bathua sag,Bathu sag,NA,Paruppukkeerai.,Pappukura,NA,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C009,Beet greens,Beta vulgaris,Beetar sak,NA,Beet greens,Beet ni bhaji,Chukandhar sag,Beet root soppu,Chogander Munji,Sla bit,NA,Beet root cheera,NA,Beet root ka sag,Bengali Palungo ko Saag,NA,Chukandhar da sag,NA,Beet root keerai,Beet root,beet patta.,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C010,"Betel leaves, big (kolkata)",Piper betle,paan,Pan,NA,Nagarvelna pan,Pan ka patha,Kadale soppu,NA,Tympew Dkhar,NA,Vettiiai,Kwa Mana,Pan-ka-patta,NA,Pana,Pan-da-patta,NA,Vetrilai,Thamala paku,Paan ka patta.,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C011,"Betel leaves, small",Piper betle,Paan,Pan,NA,Nagarvelna pan,Pan ka patha,Kadale soppu,NA,Tympew,NA,Vettiiai,Kwa Mana,Pan-ka-patta,NA,Pana,Pan-da-patta,NA,Vetrilai,Thamala paku,Paan ka patta.,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C012,Brussels sprouts,Brassica oleracea var. gemmifera,NA,Biliti Bandhakopi,NA,Nani kobi,Choote gobi,Mara kosu,Haakh,NA,NA,Kalakose,NA,Chotee gobi,NA,Chota bandha,Chooti band gobi,NA,Kalaikose,Chinna cabbage,Choti bund gobh.,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
C013,"Cabbage, Chinese",Brassica rupa,China lai,NA,NA,Chinese kobi,NA,NA,Bandh,Salat chaina.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
C014,"Cabbage, collard greens",Brassica oleracea var. viridis,NA,NA,NA,Kobi na pan,NA,NA,Bandh,Sla kubi,NA,NA,NA,NA,NA,NA,NA,NA,Seemai parattai keerai.,NA,NA,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C015,"Cabbage, green",Brassica oleracea var. capitata f. alba,Bondhakobi,Badha kopi,NA,Lili kobi,Bandh gobi,Kosu,Bandh gobi,Kubi,NA,Muttu gose,Kobi Mana,Kobi,Banda kovi,Bandha kobi,Patta gobhi,Shaakaprabhedah,Muttaikose,Gos koora,Gobhi.,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C016,"Cabbage, violet",Brassica oleracea var. capitata f. rubra,Bondhakobi,Badha kopi,Red cabbage,Lal kobi,Bandh gobi,Kosu,Bandh gobi,Kubi saw,NA,Muttu gose,NA,Kobi,Banda kovi,Bandha kopee,Patta gobhi,Shaakaprabhedah,Muttaikose,Gos koora,Gobhi.,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C017,Cauliflower leaves,Brassica oleracea var. botrytis,Phul kobir pat,Phul gopi pata,NA,Fulawar na pan,Phul gobi patta,Hukosu,Phoolgobi panwathir,Sla phul,NA,Cauliflower,Kobithamchetmai mana,Phul gobi,Kauli,Phula Kobi patra,Phool gobi di patte,Gojihvaa,Pookosu keerai,Go puvvu,Phul gobi.,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C018,"Colocasia leaves, green",Colocasia anti-quorum,Kasu sak,Kochu pata,NA,Advi na pan,Arvi ka sag,Shamangadda yele,NA,Sla wang,NA,Chembu ilagal,Paan mana,Alu pan,Karkalo,Saru saga,Arbi-di-patte,NA,Seppam ilaigal,Chama akulu,Arvi ka patta.,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C019,Drumstick leaves,Moringa oleifera,Sajina paat,Sajna pata,Horseradish leaves,Saragwa na pan,Saijan patta,Nuggeyele,NA,NA,NA,Muringa ela,Sajana mana,Shevaga pan,NA,Sajna sag,Soanjhna da patta,NA,Murungai keerai,Mulaga akulu,Sujineki palli.,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C020,Fenugreek leaves,Trigonella foenum graecum,Methi paat,Methi shak,NA,Methi pandada,Methi sag,Menthya soppu,Kasori Methi,Sla methi,NA,Uluva ila,Methi man,Methi sag,Methi pata,Methi sag,Methi di patte,NA,Vendhaiya keerai,Menthikoora,Methi.,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C021,Garden cress,Lepidium sativum,Bor manimuni,Halim sag,NA,Asadio na pan,Halim ka patta,Allibija soppu,Halyun,Khliang syiar,NA,Alivirai cheera,NA,Ahiva ka patta,Chamsoor ko Saag,Kakharu Saga,Halim-da-sag,NA,Alivirai keerai,Adityala akulu.,NA,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C022,"Gogu leaves, green",Hibiscus cannabinus,Tengamora,Mestapat,Roselle Leaves,Ambadi,Pitwa,Pundi,NA,Sla jajew jyrngam,NA,Pulichai cheera,Sougri mana,Ambadi,NA,Nalite saga,Pitwa sag,NA,Pulichchai keerai,Gongura,Ambada ki bhaji.,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C023,"Gogu leaves, red",Hibiscus cannabinus,Tengamora,Mestapat,Roselle Leaves,Ambadi,Pitwa,Pundi,NA,Sla jajew saw,NA,Pulichai cheera,Sougri mana,Ambadi,NA,Nalite saga,Pitwa sag,NA,Pulichchai keerai,Gongura,Ambada ki bhaji.,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C024,"Knol-Khol, leaves",Brassica oleracea var. gongylodes,Ool kobi,Olkopi sag,Knol Knol,Gath kobi na pan,Ganth gobi ka sag,Gedde kosu,Hakh Monji,Phan Kubi,NA,Knol-khol cheera,Kobi Maru Kabi,Nol khol ka patta,Salgam ko saag,Ulgobi saga,Ganth gobi sag,NA,Knol-Khol keerai,Knol-khol akulu.,NA,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C025,Lettuce,Lactuca sativa,Salad paat,NA,NA,Lettuce na pan,Salad ka patta,Lettuce soppu,Hakh,Salat dkhar,NA,Lettuce cheera,NA,Lettuce ka patta,Saalad ko paat,NA,Salada sag,NA,Ilaikosu,Kavu akulu,Kismisaag.,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C026,Mustard leaves,Brassica juncea,Horiyo paat,Sorisa sag,Mustard greens,Sarasava pandada,Sarson ka sag,Sasuve yele,Hakh,Tyrso,NA,Kadugu ila,Hangaam,Mochari-chi pan,Raayo ko Saag,Sarson ka saga,Saro da sag,NA,Kadugu ilai,Ava akulu,Sarson ki patta.,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C027,Pak Choi leaves,Brassica rapa var. Chinensis,NA,NA,Bok choy,Pak choi na pan.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C028,Parsley,Petroselinum crispum,Sugandhi lota,NA,Garden parsley,Leela dhana,NA,Auchumooda,NA,NA,NA,Seema malli,NA,Kothimbir/dhane,NA,NA,Parsley.,NA,Verkosu,NA,Ajmod,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,HerbsAndSpices
C029,Ponnaganni,Alternanthera sessilis,Matikaduri,Khanchari,NA,Saranthi na pan,Saranthi sag,Honagone soppu,NA,NA,NA,Ponnaganni cheera,Phakchet,Saranthi sag,NA,Madarangh,NA,NA,Ponnaganni keerai,Ponnaganti koora,Kunte ki bhaji.,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
